utc,filter,pm,lat,lon,device
1407266165,2.5,0.027,37.802997,-122.294292,A
1407266166,2.5,0.026,37.803043,-122.294328,A
1407266167,2.5,0.028,37.803077,-122.294352,A
1407266168,2.5,0.028,37.803105,-122.294373,A
1407266169,2.5,0.027,37.803127,-122.294373,A
1407266170,2.5,0.026,37.803147,-122.294382,A
1407266171,2.5,0.026,37.803175,-122.294400,A
1407266172,2.5,0.027,37.803197,-122.294415,A
1407266173,2.5,0.027,37.803215,-122.294427,A
1407266174,2.5,0.026,37.803228,-122.294428,A
1407266175,2.5,0.027,37.803237,-122.294435,A
1407266176,2.5,0.028,37.803238,-122.294440,A
1407266177,2.5,0.028,37.803240,-122.294445,A
1407266178,2.5,0.028,37.803252,-122.294452,A
1407266179,2.5,0.028,37.803253,-122.294452,A
1407266180,2.5,0.026,37.803245,-122.294443,A
1407266181,2.5,0.027,37.803225,-122.294432,A
1407266182,2.5,0.026,37.803213,-122.294428,A
1407266183,2.5,0.026,37.803200,-122.294420,A
1407266184,2.5,0.026,37.803208,-122.294432,A
1407266185,2.5,0.027,37.803210,-122.294442,A
1407266186,2.5,0.027,37.803255,-122.294483,A
1407266187,2.5,0.027,37.803255,-122.294490,A
1407266188,2.5,0.027,37.803252,-122.294488,A
1407266189,2.5,0.027,37.803247,-122.294485,A
1407266190,2.5,0.027,37.803247,-122.294480,A
1407266191,2.5,0.027,37.803247,-122.294478,A
1407266192,2.5,0.027,37.803247,-122.294472,A
1407266193,2.5,0.028,37.803250,-122.294475,A
1407266194,2.5,0.027,37.803255,-122.294473,A
1407266195,2.5,0.027,37.803248,-122.294467,A
1407266196,2.5,0.028,37.803243,-122.294460,A
1407266197,2.5,0.027,37.803237,-122.294458,A
1407266198,2.5,0.027,37.803232,-122.294448,A
1407266199,2.5,0.028,37.803222,-122.294448,A
1407266200,2.5,0.029,37.803213,-122.294442,A
1407266201,2.5,0.028,37.803220,-122.294440,A
1407266202,2.5,0.028,37.803225,-122.294440,A
1407266203,2.5,0.028,37.803227,-122.294448,A
1407266204,2.5,0.030,37.803227,-122.294458,A
1407266205,2.5,0.029,37.803228,-122.294472,A
1407266206,2.5,0.028,37.803232,-122.294483,A
1407266207,2.5,0.027,37.803237,-122.294497,A
1407266208,2.5,0.027,37.803235,-122.294502,A
1407266209,2.5,0.027,37.803235,-122.294502,A
1407266210,2.5,0.027,37.803232,-122.294507,A
1407266211,2.5,0.027,37.803235,-122.294503,A
1407266212,2.5,0.028,37.803238,-122.294505,A
1407266213,2.5,0.027,37.803240,-122.294505,A
1407266214,2.5,0.027,37.803242,-122.294505,A
1407266215,2.5,0.029,37.803243,-122.294500,A
1407266216,2.5,0.027,37.803245,-122.294498,A
1407266217,2.5,0.026,37.803247,-122.294503,A
1407266218,2.5,0.027,37.803248,-122.294507,A
1407266219,2.5,0.029,37.803245,-122.294522,A
1407266220,2.5,0.027,37.803242,-122.294527,A
1407266221,2.5,0.026,37.803240,-122.294523,A
1407266222,2.5,0.027,37.803240,-122.294518,A
1407266223,2.5,0.028,37.803238,-122.294518,A
1407266224,2.5,0.027,37.803235,-122.294518,A
1407266225,2.5,0.028,37.803235,-122.294512,A
1407266226,2.5,0.026,37.803233,-122.294512,A
1407266227,2.5,0.026,37.803235,-122.294510,A
1407266228,2.5,0.028,37.803238,-122.294502,A
1407266229,2.5,0.028,37.803238,-122.294498,A
1407266230,2.5,0.027,37.803242,-122.294490,A
1407266231,2.5,0.026,37.803238,-122.294492,A
1407266232,2.5,0.027,37.803242,-122.294485,A
1407266233,2.5,0.025,37.803245,-122.294477,A
1407266234,2.5,0.025,37.803242,-122.294480,A
1407266235,2.5,0.025,37.803245,-122.294477,A
1407266236,2.5,0.026,37.803245,-122.294480,A
1407266237,2.5,0.026,37.803250,-122.294472,A
1407266238,2.5,0.026,37.803253,-122.294467,A
1407266239,2.5,0.027,37.803255,-122.294473,A
1407266240,2.5,0.025,37.803253,-122.294478,A
1407266241,2.5,0.025,37.803253,-122.294488,A
1407266242,2.5,0.026,37.803252,-122.294495,A
1407266243,2.5,0.025,37.803250,-122.294507,A
1407266244,2.5,0.025,37.803248,-122.294512,A
1407266245,2.5,0.026,37.803247,-122.294515,A
1407266246,2.5,0.025,37.803242,-122.294525,A
1407266247,2.5,0.026,37.803240,-122.294523,A
1407266248,2.5,0.025,37.803238,-122.294527,A
1407266249,2.5,0.025,37.803235,-122.294533,A
1407266250,2.5,0.025,37.803237,-122.294540,A
1407266251,2.5,0.025,37.803240,-122.294542,A
1407266252,2.5,0.025,37.803243,-122.294548,A
1407266253,2.5,0.025,37.803247,-122.294543,A
1407266254,2.5,0.026,37.803245,-122.294540,A
1407266255,2.5,0.025,37.803242,-122.294535,A
1407266256,2.5,0.024,37.803242,-122.294530,A
1407266257,2.5,0.024,37.803240,-122.294528,A
1407266258,2.5,0.024,37.803235,-122.294518,A
1407266259,2.5,0.023,37.803240,-122.294502,A
1407266260,2.5,0.024,37.803250,-122.294497,A
1407266261,2.5,0.024,37.803257,-122.294492,A
1407266262,2.5,0.024,37.803262,-122.294477,A
1407266263,2.5,0.024,37.803267,-122.294458,A
1407266264,2.5,0.023,37.803270,-122.294447,A
1407266265,2.5,0.024,37.803275,-122.294438,A
1407266266,2.5,0.025,37.803283,-122.294427,A
1407266267,2.5,0.023,37.803293,-122.294427,A
1407266268,2.5,0.023,37.803302,-122.294418,A
1407266269,2.5,0.024,37.803310,-122.294418,A
1407266270,2.5,0.024,37.803322,-122.294418,A
1407266271,2.5,0.025,37.803330,-122.294415,A
1407266272,2.5,0.024,37.803340,-122.294412,A
1407266273,2.5,0.027,37.803333,-122.294412,A
1407266274,2.5,0.028,37.803328,-122.294415,A
1407266275,2.5,0.027,37.803325,-122.294423,A
1407266276,2.5,0.027,37.803328,-122.294425,A
1407266277,2.5,0.027,37.803338,-122.294422,A
1407266278,2.5,0.026,37.803342,-122.294425,A
1407266279,2.5,0.027,37.803345,-122.294427,A
1407266280,2.5,0.026,37.803352,-122.294425,A
1407266281,2.5,0.027,37.803357,-122.294423,A
1407266282,2.5,0.026,37.803355,-122.294428,A
1407266283,2.5,0.025,37.803357,-122.294432,A
1407266284,2.5,0.027,37.803358,-122.294437,A
1407266285,2.5,0.027,37.803368,-122.294428,A
1407266286,2.5,0.027,37.803373,-122.294427,A
1407266287,2.5,0.027,37.803382,-122.294422,A
1407266288,2.5,0.026,37.803383,-122.294415,A
1407266289,2.5,0.027,37.803382,-122.294405,A
1407266290,2.5,0.027,37.803393,-122.294395,A
1407266291,2.5,0.027,37.803403,-122.294387,A
1407266292,2.5,0.026,37.803412,-122.294385,A
1407266293,2.5,0.026,37.803415,-122.294387,A
1407266294,2.5,0.026,37.803417,-122.294387,A
1407266295,2.5,0.025,37.803418,-122.294388,A
1407266296,2.5,0.025,37.803412,-122.294390,A
1407266297,2.5,0.025,37.803408,-122.294388,A
1407266298,2.5,0.025,37.803408,-122.294385,A
1407266299,2.5,0.026,37.803410,-122.294378,A
1407266300,2.5,0.027,37.803410,-122.294373,A
1407266301,2.5,0.026,37.803408,-122.294370,A
1407266302,2.5,0.025,37.803408,-122.294367,A
1407266303,2.5,0.025,37.803413,-122.294365,A
1407266304,2.5,0.025,37.803417,-122.294353,A
1407266305,2.5,0.025,37.803417,-122.294348,A
1407266306,2.5,0.026,37.803410,-122.294342,A
1407266307,2.5,0.026,37.803405,-122.294333,A
1407266308,2.5,0.026,37.803408,-122.294330,A
1407266309,2.5,0.027,37.803410,-122.294332,A
1407266310,2.5,0.026,37.803412,-122.294333,A
1407266311,2.5,0.025,37.803413,-122.294335,A
1407266312,2.5,0.027,37.803415,-122.294340,A
1407266313,2.5,0.026,37.803415,-122.294342,A
1407266314,2.5,0.026,37.803410,-122.294343,A
1407266315,2.5,0.026,37.803410,-122.294343,A
1407266316,2.5,0.026,37.803408,-122.294343,A
1407266317,2.5,0.027,37.803405,-122.294342,A
1407266318,2.5,0.029,37.803402,-122.294340,A
1407266319,2.5,0.026,37.803397,-122.294338,A
1407266320,2.5,0.025,37.803395,-122.294332,A
1407266321,2.5,0.027,37.803392,-122.294325,A
1407266322,2.5,0.028,37.803393,-122.294320,A
1407266323,2.5,0.029,37.803392,-122.294317,A
1407266324,2.5,0.030,37.803395,-122.294308,A
1407266325,2.5,0.026,37.803392,-122.294292,A
1407266326,2.5,0.026,37.803387,-122.294267,A
1407266327,2.5,0.026,37.803385,-122.294253,A
1407266328,2.5,0.026,37.803395,-122.294252,A
1407266329,2.5,0.027,37.803408,-122.294250,A
1407266330,2.5,0.027,37.803422,-122.294252,A
1407266331,2.5,0.027,37.803390,-122.294225,A
1407266332,2.5,0.025,37.803372,-122.294207,A
1407266333,2.5,0.027,37.803368,-122.294203,A
1407266334,2.5,0.029,37.803370,-122.294205,A
1407266335,2.5,0.027,37.803378,-122.294208,A
1407266336,2.5,0.025,37.803390,-122.294208,A
1407266337,2.5,0.025,37.803382,-122.294198,A
1407266338,2.5,0.026,37.803385,-122.294197,A
1407266339,2.5,0.027,37.803375,-122.294180,A
1407266340,2.5,0.026,37.803360,-122.294165,A
1407266341,2.5,0.027,37.803355,-122.294163,A
1407266342,2.5,0.027,37.803353,-122.294165,A
1407266343,2.5,0.027,37.803355,-122.294173,A
1407266344,2.5,0.026,37.803360,-122.294177,A
1407266345,2.5,0.026,37.803368,-122.294178,A
1407266346,2.5,0.026,37.803377,-122.294183,A
1407266347,2.5,0.027,37.803395,-122.294187,A
1407266348,2.5,0.027,37.803408,-122.294185,A
1407266349,2.5,0.028,37.803415,-122.294185,A
1407266350,2.5,0.028,37.803430,-122.294197,A
1407266351,2.5,0.027,37.803440,-122.294205,A
1407266352,2.5,0.025,37.803450,-122.294212,A
1407266353,2.5,0.025,37.803462,-122.294220,A
1407266354,2.5,0.024,37.803465,-122.294218,A
1407266355,2.5,0.025,37.803467,-122.294213,A
1407266356,2.5,0.027,37.803482,-122.294215,A
1407266357,2.5,0.027,37.803488,-122.294215,A
1407266358,2.5,0.027,37.803497,-122.294215,A
1407266359,2.5,0.027,37.803508,-122.294210,A
1407266360,2.5,0.030,37.803510,-122.294210,A
1407266361,2.5,0.030,37.803520,-122.294205,A
1407266362,2.5,0.026,37.803542,-122.294202,A
1407266363,2.5,0.027,37.803555,-122.294213,A
1407266364,2.5,0.027,37.803565,-122.294213,A
1407266365,2.5,0.026,37.803587,-122.294233,A
1407266366,2.5,0.026,37.803608,-122.294245,A
1407266367,2.5,0.027,37.803617,-122.294240,A
1407266368,2.5,0.029,37.803625,-122.294247,A
1407266369,2.5,0.028,37.803623,-122.294235,A
1407266370,2.5,0.028,37.803595,-122.294192,A
1407266371,2.5,0.030,37.803603,-122.294198,A
1407266372,2.5,0.032,37.803630,-122.294228,A
1407266373,2.5,0.028,37.803650,-122.294245,A
1407266374,2.5,0.026,37.803662,-122.294257,A
1407266375,2.5,0.028,37.803672,-122.294268,A
1407266376,2.5,0.029,37.803680,-122.294277,A
1407266377,2.5,0.027,37.803687,-122.294285,A
1407266378,2.5,0.027,37.803692,-122.294292,A
1407266379,2.5,0.027,37.803695,-122.294300,A
1407266380,2.5,0.028,37.803698,-122.294305,A
1407266381,2.5,0.028,37.803703,-122.294307,A
1407266382,2.5,0.026,37.803710,-122.294308,A
1407266383,2.5,0.026,37.803715,-122.294307,A
1407266384,2.5,0.026,37.803713,-122.294303,A
1407266385,2.5,0.027,37.803717,-122.294302,A
1407266386,2.5,0.028,37.803722,-122.294302,A
1407266387,2.5,0.027,37.803722,-122.294308,A
1407266388,2.5,0.028,37.803725,-122.294312,A
1407266389,2.5,0.028,37.803732,-122.294308,A
1407266390,2.5,0.028,37.803743,-122.294312,A
1407266391,2.5,0.028,37.803748,-122.294322,A
1407266392,2.5,0.028,37.803753,-122.294328,A
1407266393,2.5,0.029,37.803753,-122.294322,A
1407266394,2.5,0.028,37.803760,-122.294312,A
1407266395,2.5,0.030,37.803780,-122.294302,A
1407266396,2.5,0.030,37.803815,-122.294283,A
1407266397,2.5,0.028,37.803828,-122.294273,A
1407266398,2.5,0.026,37.803845,-122.294263,A
1407266399,2.5,0.025,37.803858,-122.294255,A
1407266400,2.5,0.026,37.803867,-122.294253,A
1407266401,2.5,0.028,37.803878,-122.294250,A
1407266402,2.5,0.029,37.803892,-122.294243,A
1407266403,2.5,0.028,37.803893,-122.294243,A
1407266404,2.5,0.027,37.803902,-122.294228,A
1407266405,2.5,0.027,37.803912,-122.294213,A
1407266406,2.5,0.027,37.803922,-122.294198,A
1407266407,2.5,0.026,37.803928,-122.294192,A
1407266408,2.5,0.026,37.803925,-122.294180,A
1407266409,2.5,0.027,37.803925,-122.294160,A
1407266410,2.5,0.028,37.803918,-122.294148,A
1407266411,2.5,0.027,37.803913,-122.294135,A
1407266412,2.5,0.026,37.803917,-122.294127,A
1407266413,2.5,0.027,37.803920,-122.294117,A
1407266414,2.5,0.026,37.803917,-122.294112,A
1407266415,2.5,0.026,37.803918,-122.294108,A
1407266416,2.5,0.026,37.803923,-122.294102,A
1407266417,2.5,0.028,37.803913,-122.294110,A
1407266418,2.5,0.028,37.803902,-122.294117,A
1407266419,2.5,0.027,37.803888,-122.294118,A
1407266420,2.5,0.028,37.803883,-122.294117,A
1407266421,2.5,0.028,37.803880,-122.294120,A
1407266422,2.5,0.028,37.803888,-122.294122,A
1407266423,2.5,0.027,37.803902,-122.294128,A
1407266424,2.5,0.028,37.803925,-122.294137,A
1407266425,2.5,0.028,37.803952,-122.294142,A
1407266426,2.5,0.029,37.803963,-122.294145,A
1407266427,2.5,0.030,37.803978,-122.294145,A
1407266428,2.5,0.030,37.803993,-122.294143,A
1407266429,2.5,0.028,37.804002,-122.294145,A
1407266430,2.5,0.028,37.804013,-122.294148,A
1407266431,2.5,0.029,37.804023,-122.294152,A
1407266432,2.5,0.029,37.804033,-122.294152,A
1407266433,2.5,0.029,37.804047,-122.294148,A
1407266434,2.5,0.026,37.804060,-122.294145,A
1407266435,2.5,0.027,37.804073,-122.294135,A
1407266436,2.5,0.027,37.804087,-122.294130,A
1407266437,2.5,0.027,37.804097,-122.294128,A
1407266438,2.5,0.027,37.804107,-122.294127,A
1407266439,2.5,0.027,37.804120,-122.294123,A
1407266440,2.5,0.028,37.804132,-122.294118,A
1407266441,2.5,0.027,37.804153,-122.294103,A
1407266442,2.5,0.026,37.804170,-122.294087,A
1407266443,2.5,0.027,37.804183,-122.294075,A
1407266444,2.5,0.027,37.804193,-122.294065,A
1407266445,2.5,0.026,37.804205,-122.294055,A
1407266446,2.5,0.027,37.804213,-122.294053,A
1407266447,2.5,0.027,37.804220,-122.294062,A
1407266448,2.5,0.028,37.804225,-122.294072,A
1407266449,2.5,0.028,37.804227,-122.294077,A
1407266450,2.5,0.027,37.804230,-122.294073,A
1407266451,2.5,0.027,37.804233,-122.294070,A
1407266452,2.5,0.027,37.804237,-122.294068,A
1407266453,2.5,0.027,37.804245,-122.294063,A
1407266454,2.5,0.028,37.804253,-122.294063,A
1407266455,2.5,0.027,37.804257,-122.294060,A
1407266456,2.5,0.027,37.804260,-122.294058,A
1407266457,2.5,0.026,37.804265,-122.294055,A
1407266458,2.5,0.026,37.804265,-122.294048,A
1407266459,2.5,0.027,37.804258,-122.294045,A
1407266460,2.5,0.027,37.804253,-122.294043,A
1407266461,2.5,0.029,37.804253,-122.294045,A
1407266462,2.5,0.028,37.804255,-122.294047,A
1407266463,2.5,0.027,37.804258,-122.294048,A
1407266464,2.5,0.027,37.804260,-122.294050,A
1407266465,2.5,0.026,37.804263,-122.294052,A
1407266466,2.5,0.027,37.804263,-122.294053,A
1407266467,2.5,0.028,37.804260,-122.294055,A
1407266468,2.5,0.028,37.804262,-122.294053,A
1407266469,2.5,0.030,37.804258,-122.294058,A
1407266470,2.5,0.028,37.804247,-122.294062,A
1407266471,2.5,0.028,37.804238,-122.294058,A
1407266472,2.5,0.030,37.804232,-122.294055,A
1407266473,2.5,0.030,37.804227,-122.294060,A
1407266474,2.5,0.029,37.804237,-122.294072,A
1407266475,2.5,0.028,37.804248,-122.294073,A
1407266476,2.5,0.028,37.804255,-122.294075,A
1407266477,2.5,0.030,37.804258,-122.294078,A
1407266478,2.5,0.030,37.804260,-122.294075,A
1407266479,2.5,0.030,37.804253,-122.294078,A
1407266480,2.5,0.028,37.804262,-122.294078,A
1407266481,2.5,0.027,37.804265,-122.294080,A
1407266482,2.5,0.028,37.804270,-122.294082,A
1407266483,2.5,0.031,37.804273,-122.294085,A
1407266484,2.5,0.032,37.804277,-122.294088,A
1407266485,2.5,0.029,37.804278,-122.294090,A
1407266486,2.5,0.029,37.804278,-122.294093,A
1407266487,2.5,0.027,37.804278,-122.294093,A
1407266488,2.5,0.028,37.804278,-122.294090,A
1407266489,2.5,0.028,37.804273,-122.294088,A
1407266490,2.5,0.029,37.804270,-122.294088,A
1407266491,2.5,0.029,37.804268,-122.294090,A
1407266492,2.5,0.029,37.804265,-122.294095,A
1407266493,2.5,0.029,37.804265,-122.294100,A
1407266494,2.5,0.029,37.804260,-122.294103,A
1407266495,2.5,0.029,37.804257,-122.294107,A
1407266496,2.5,0.028,37.804260,-122.294105,A
1407266497,2.5,0.028,37.804260,-122.294108,A
1407266498,2.5,0.028,37.804267,-122.294110,A
1407266499,2.5,0.028,37.804268,-122.294108,A
1407266500,2.5,0.028,37.804267,-122.294108,A
1407266501,2.5,0.029,37.804265,-122.294105,A
1407266502,2.5,0.030,37.804270,-122.294103,A
1407266503,2.5,0.030,37.804272,-122.294098,A
1407266504,2.5,0.028,37.804272,-122.294095,A
1407266505,2.5,0.028,37.804272,-122.294092,A
1407266506,2.5,0.029,37.804268,-122.294087,A
1407266507,2.5,0.030,37.804267,-122.294083,A
1407266508,2.5,0.028,37.804265,-122.294083,A
1407266509,2.5,0.028,37.804267,-122.294088,A
1407266510,2.5,0.029,37.804262,-122.294088,A
1407266511,2.5,0.028,37.804260,-122.294087,A
1407266512,2.5,0.027,37.804257,-122.294087,A
1407266513,2.5,0.028,37.804257,-122.294080,A
1407266514,2.5,0.029,37.804258,-122.294072,A
1407266515,2.5,0.029,37.804260,-122.294068,A
1407266516,2.5,0.028,37.804260,-122.294072,A
1407266517,2.5,0.027,37.804262,-122.294072,A
1407266518,2.5,0.027,37.804263,-122.294070,A
1407266519,2.5,0.027,37.804267,-122.294067,A
1407266520,2.5,0.027,37.804270,-122.294072,A
1407266521,2.5,0.027,37.804278,-122.294068,A
1407266522,2.5,0.028,37.804280,-122.294075,A
1407266523,2.5,0.029,37.804285,-122.294078,A
1407266524,2.5,0.027,37.804290,-122.294080,A
1407266525,2.5,0.026,37.804290,-122.294083,A
1407266526,2.5,0.027,37.804290,-122.294085,A
1407266527,2.5,0.027,37.804295,-122.294082,A
1407266528,2.5,0.028,37.804307,-122.294078,A
1407266529,2.5,0.029,37.804318,-122.294078,A
1407266530,2.5,0.030,37.804337,-122.294065,A
1407266531,2.5,0.029,37.804350,-122.294053,A
1407266532,2.5,0.029,37.804360,-122.294050,A
1407266533,2.5,0.029,37.804358,-122.294045,A
1407266534,2.5,0.029,37.804365,-122.294032,A
1407266535,2.5,0.029,37.804360,-122.294008,A
1407266536,2.5,0.029,37.804355,-122.294020,A
1407266537,2.5,0.028,37.804348,-122.294020,A
1407266538,2.5,0.029,37.804357,-122.294015,A
1407266539,2.5,0.027,37.804367,-122.294005,A
1407266540,2.5,0.029,37.804367,-122.293992,A
1407266541,2.5,0.030,37.804388,-122.293988,A
1407266542,2.5,0.029,37.804402,-122.293985,A
1407266543,2.5,0.028,37.804418,-122.293980,A
1407266544,2.5,0.030,37.804415,-122.293970,A
1407266545,2.5,0.029,37.804432,-122.293975,A
1407266546,2.5,0.029,37.804445,-122.293973,A
1407266547,2.5,0.030,37.804453,-122.293978,A
1407266548,2.5,0.029,37.804463,-122.293973,A
1407266549,2.5,0.029,37.804475,-122.293967,A
1407266550,2.5,0.028,37.804487,-122.293962,A
1407266551,2.5,0.028,37.804495,-122.293960,A
1407266552,2.5,0.029,37.804502,-122.293955,A
1407266553,2.5,0.030,37.804508,-122.293948,A
1407266554,2.5,0.030,37.804518,-122.293943,A
1407266555,2.5,0.029,37.804520,-122.293945,A
1407266556,2.5,0.029,37.804520,-122.293957,A
1407266557,2.5,0.029,37.804527,-122.293962,A
1407266558,2.5,0.029,37.804525,-122.293967,A
1407266559,2.5,0.029,37.804522,-122.293970,A
1407266560,2.5,0.031,37.804517,-122.293975,A
1407266561,2.5,0.030,37.804518,-122.293973,A
1407266562,2.5,0.029,37.804522,-122.293975,A
1407266563,2.5,0.029,37.804540,-122.293965,A
1407266564,2.5,0.029,37.804562,-122.293948,A
1407266565,2.5,0.028,37.804577,-122.293942,A
1407266566,2.5,0.028,37.804588,-122.293932,A
1407266567,2.5,0.027,37.804592,-122.293932,A
1407266568,2.5,0.028,37.804597,-122.293933,A
1407266569,2.5,0.028,37.804597,-122.293933,A
1407266570,2.5,0.028,37.804602,-122.293932,A
1407266571,2.5,0.029,37.804607,-122.293928,A
1407266572,2.5,0.029,37.804612,-122.293928,A
1407266573,2.5,0.027,37.804615,-122.293927,A
1407266574,2.5,0.029,37.804617,-122.293928,A
1407266575,2.5,0.030,37.804615,-122.293933,A
1407266576,2.5,0.029,37.804608,-122.293940,A
1407266577,2.5,0.029,37.804605,-122.293947,A
1407266578,2.5,0.029,37.804603,-122.293948,A
