utc,filter,pm,lat,lon,device
1407267065,2.5,0.023,37.805790,-122.296680,A
1407267066,2.5,0.023,37.805803,-122.296675,A
1407267067,2.5,0.023,37.805810,-122.296672,A
1407267068,2.5,0.024,37.805817,-122.296665,A
1407267069,2.5,0.023,37.805812,-122.296662,A
1407267070,2.5,0.024,37.805793,-122.296668,A
1407267071,2.5,0.024,37.805783,-122.296673,A
1407267072,2.5,0.023,37.805770,-122.296677,A
1407267073,2.5,0.024,37.805765,-122.296675,A
1407267074,2.5,0.024,37.805765,-122.296670,A
1407267075,2.5,0.024,37.805763,-122.296673,A
1407267076,2.5,0.024,37.805762,-122.296678,A
1407267077,2.5,0.023,37.805755,-122.296688,A
1407267078,2.5,0.024,37.805750,-122.296697,A
1407267079,2.5,0.025,37.805743,-122.296705,A
1407267080,2.5,0.024,37.805732,-122.296712,A
1407267081,2.5,0.023,37.805727,-122.296713,A
1407267082,2.5,0.022,37.805727,-122.296705,A
1407267083,2.5,0.023,37.805723,-122.296700,A
1407267084,2.5,0.024,37.805730,-122.296703,A
1407267085,2.5,0.024,37.805735,-122.296697,A
1407267086,2.5,0.023,37.805732,-122.296700,A
1407267087,2.5,0.023,37.805723,-122.296707,A
1407267088,2.5,0.023,37.805717,-122.296695,A
1407267089,2.5,0.023,37.805718,-122.296685,A
1407267090,2.5,0.022,37.805715,-122.296685,A
1407267091,2.5,0.024,37.805720,-122.296683,A
1407267092,2.5,0.025,37.805727,-122.296682,A
1407267093,2.5,0.023,37.805733,-122.296675,A
1407267094,2.5,0.024,37.805735,-122.296678,A
1407267095,2.5,0.024,37.805735,-122.296682,A
1407267096,2.5,0.023,37.805735,-122.296680,A
1407267097,2.5,0.024,37.805742,-122.296680,A
1407267098,2.5,0.022,37.805743,-122.296680,A
1407267099,2.5,0.022,37.805735,-122.296670,A
1407267100,2.5,0.022,37.805737,-122.296665,A
1407267101,2.5,0.023,37.805738,-122.296665,A
1407267102,2.5,0.022,37.805740,-122.296662,A
1407267103,2.5,0.021,37.805742,-122.296657,A
1407267104,2.5,0.023,37.805742,-122.296652,A
1407267105,2.5,0.022,37.805737,-122.296668,A
1407267106,2.5,0.021,37.805737,-122.296677,A
1407267107,2.5,0.023,37.805742,-122.296668,A
1407267108,2.5,0.021,37.805745,-122.296678,A
1407267109,2.5,0.022,37.805745,-122.296692,A
1407267110,2.5,0.022,37.805737,-122.296698,A
1407267111,2.5,0.022,37.805725,-122.296698,A
1407267112,2.5,0.021,37.805703,-122.296712,A
1407267113,2.5,0.022,37.805682,-122.296723,A
1407267114,2.5,0.022,37.805662,-122.296730,A
1407267115,2.5,0.022,37.805643,-122.296732,A
1407267116,2.5,0.022,37.805625,-122.296728,A
1407267117,2.5,0.022,37.805605,-122.296723,A
1407267118,2.5,0.021,37.805595,-122.296725,A
1407267119,2.5,0.022,37.805583,-122.296733,A
1407267120,2.5,0.023,37.805575,-122.296743,A
1407267121,2.5,0.023,37.805568,-122.296752,A
1407267122,2.5,0.023,37.805565,-122.296762,A
1407267123,2.5,0.023,37.805555,-122.296773,A
1407267124,2.5,0.022,37.805552,-122.296775,A
1407267125,2.5,0.023,37.805562,-122.296777,A
1407267126,2.5,0.023,37.805570,-122.296773,A
1407267127,2.5,0.023,37.805577,-122.296768,A
1407267128,2.5,0.022,37.805587,-122.296762,A
1407267129,2.5,0.022,37.805595,-122.296765,A
1407267130,2.5,0.022,37.805603,-122.296760,A
1407267131,2.5,0.021,37.805610,-122.296762,A
1407267132,2.5,0.021,37.805613,-122.296765,A
1407267133,2.5,0.021,37.805618,-122.296760,A
1407267134,2.5,0.023,37.805618,-122.296758,A
1407267135,2.5,0.024,37.805623,-122.296750,A
1407267136,2.5,0.021,37.805632,-122.296743,A
1407267137,2.5,0.021,37.805633,-122.296738,A
1407267138,2.5,0.022,37.805637,-122.296735,A
1407267139,2.5,0.022,37.805638,-122.296733,A
1407267140,2.5,0.022,37.805640,-122.296727,A
1407267141,2.5,0.022,37.805643,-122.296723,A
1407267142,2.5,0.022,37.805650,-122.296715,A
1407267143,2.5,0.020,37.805657,-122.296708,A
1407267144,2.5,0.022,37.805663,-122.296705,A
1407267145,2.5,0.022,37.805662,-122.296708,A
1407267146,2.5,0.022,37.805660,-122.296715,A
1407267147,2.5,0.022,37.805658,-122.296720,A
1407267148,2.5,0.023,37.805660,-122.296725,A
1407267149,2.5,0.022,37.805657,-122.296740,A
1407267150,2.5,0.020,37.805653,-122.296760,A
1407267151,2.5,0.020,37.805653,-122.296780,A
1407267152,2.5,0.021,37.805657,-122.296795,A
1407267153,2.5,0.021,37.805655,-122.296810,A
1407267154,2.5,0.022,37.805655,-122.296832,A
1407267155,2.5,0.022,37.805647,-122.296857,A
1407267156,2.5,0.021,37.805643,-122.296880,A
1407267157,2.5,0.021,37.805647,-122.296895,A
1407267158,2.5,0.022,37.805645,-122.296910,A
1407267159,2.5,0.022,37.805648,-122.296915,A
1407267160,2.5,0.022,37.805653,-122.296917,A
1407267161,2.5,0.022,37.805658,-122.296922,A
1407267162,2.5,0.021,37.805663,-122.296923,A
1407267163,2.5,0.022,37.805660,-122.296923,A
1407267164,2.5,0.022,37.805657,-122.296923,A
1407267165,2.5,0.021,37.805650,-122.296925,A
1407267166,2.5,0.021,37.805645,-122.296927,A
1407267167,2.5,0.021,37.805643,-122.296923,A
1407267168,2.5,0.022,37.805643,-122.296922,A
1407267169,2.5,0.023,37.805638,-122.296922,A
1407267170,2.5,0.021,37.805640,-122.296915,A
1407267171,2.5,0.022,37.805640,-122.296917,A
1407267172,2.5,0.022,37.805650,-122.296920,A
1407267173,2.5,0.022,37.805655,-122.296923,A
1407267174,2.5,0.022,37.805663,-122.296925,A
1407267175,2.5,0.022,37.805668,-122.296930,A
1407267176,2.5,0.022,37.805670,-122.296937,A
1407267177,2.5,0.022,37.805672,-122.296945,A
1407267178,2.5,0.022,37.805670,-122.296958,A
1407267179,2.5,0.022,37.805668,-122.296977,A
1407267180,2.5,0.021,37.805670,-122.296980,A
1407267181,2.5,0.022,37.805672,-122.296987,A
1407267182,2.5,0.023,37.805675,-122.296993,A
1407267183,2.5,0.023,37.805675,-122.297007,A
1407267184,2.5,0.023,37.805673,-122.297017,A
1407267185,2.5,0.022,37.805668,-122.297032,A
1407267186,2.5,0.023,37.805667,-122.297047,A
1407267187,2.5,0.022,37.805670,-122.297057,A
1407267188,2.5,0.022,37.805673,-122.297067,A
1407267189,2.5,0.024,37.805673,-122.297078,A
1407267190,2.5,0.024,37.805682,-122.297085,A
1407267191,2.5,0.025,37.805690,-122.297093,A
1407267192,2.5,0.023,37.805690,-122.297100,A
1407267193,2.5,0.023,37.805688,-122.297112,A
1407267194,2.5,0.024,37.805692,-122.297113,A
1407267195,2.5,0.024,37.805683,-122.297115,A
1407267196,2.5,0.024,37.805678,-122.297117,A
1407267197,2.5,0.024,37.805678,-122.297118,A
1407267198,2.5,0.023,37.805682,-122.297125,A
1407267199,2.5,0.024,37.805687,-122.297130,A
1407267200,2.5,0.024,37.805688,-122.297135,A
1407267201,2.5,0.024,37.805685,-122.297137,A
1407267202,2.5,0.024,37.805682,-122.297133,A
1407267203,2.5,0.024,37.805685,-122.297135,A
1407267204,2.5,0.023,37.805692,-122.297135,A
1407267205,2.5,0.023,37.805697,-122.297135,A
1407267206,2.5,0.023,37.805688,-122.297133,A
1407267207,2.5,0.023,37.805693,-122.297128,A
1407267208,2.5,0.023,37.805700,-122.297123,A
1407267209,2.5,0.023,37.805713,-122.297120,A
1407267210,2.5,0.023,37.805722,-122.297120,A
1407267211,2.5,0.024,37.805725,-122.297117,A
1407267212,2.5,0.024,37.805725,-122.297108,A
1407267213,2.5,0.021,37.805715,-122.297093,A
1407267214,2.5,0.022,37.805702,-122.297080,A
1407267215,2.5,0.023,37.805688,-122.297073,A
1407267216,2.5,0.024,37.805683,-122.297073,A
1407267217,2.5,0.024,37.805670,-122.297073,A
1407267218,2.5,0.024,37.805658,-122.297070,A
1407267219,2.5,0.026,37.805652,-122.297070,A
1407267220,2.5,0.025,37.805648,-122.297062,A
1407267221,2.5,0.023,37.805640,-122.297052,A
1407267222,2.5,0.023,37.805632,-122.297045,A
1407267223,2.5,0.024,37.805625,-122.297037,A
1407267224,2.5,0.024,37.805622,-122.297037,A
1407267225,2.5,0.024,37.805617,-122.297042,A
1407267226,2.5,0.024,37.805615,-122.297038,A
1407267227,2.5,0.025,37.805612,-122.297043,A
1407267228,2.5,0.025,37.805607,-122.297053,A
1407267229,2.5,0.024,37.805612,-122.297053,A
1407267230,2.5,0.024,37.805620,-122.297043,A
1407267231,2.5,0.025,37.805633,-122.297038,A
1407267232,2.5,0.024,37.805648,-122.297022,A
1407267233,2.5,0.024,37.805660,-122.297013,A
1407267234,2.5,0.024,37.805670,-122.297007,A
1407267235,2.5,0.026,37.805675,-122.297007,A
1407267236,2.5,0.025,37.805680,-122.297000,A
1407267237,2.5,0.025,37.805687,-122.297000,A
1407267238,2.5,0.026,37.805678,-122.296995,A
1407267239,2.5,0.025,37.805668,-122.296997,A
1407267240,2.5,0.024,37.805673,-122.296995,A
1407267241,2.5,0.025,37.805675,-122.296993,A
1407267242,2.5,0.026,37.805665,-122.296987,A
1407267243,2.5,0.025,37.805665,-122.296970,A
1407267244,2.5,0.025,37.805662,-122.296963,A
1407267245,2.5,0.024,37.805670,-122.296952,A
1407267246,2.5,0.023,37.805675,-122.296943,A
1407267247,2.5,0.025,37.805682,-122.296943,A
1407267248,2.5,0.024,37.805685,-122.296938,A
1407267249,2.5,0.023,37.805690,-122.296930,A
1407267250,2.5,0.024,37.805695,-122.296920,A
1407267251,2.5,0.024,37.805698,-122.296910,A
1407267252,2.5,0.024,37.805702,-122.296905,A
1407267253,2.5,0.025,37.805698,-122.296905,A
1407267254,2.5,0.025,37.805697,-122.296907,A
1407267255,2.5,0.024,37.805695,-122.296908,A
1407267256,2.5,0.024,37.805693,-122.296905,A
1407267257,2.5,0.025,37.805698,-122.296893,A
1407267258,2.5,0.026,37.805697,-122.296890,A
1407267259,2.5,0.026,37.805697,-122.296890,A
1407267260,2.5,0.025,37.805703,-122.296910,A
1407267261,2.5,0.024,37.805707,-122.296933,A
1407267262,2.5,0.025,37.805712,-122.296942,A
1407267263,2.5,0.025,37.805715,-122.296932,A
1407267264,2.5,0.024,37.805720,-122.296933,A
1407267265,2.5,0.024,37.805723,-122.296928,A
1407267266,2.5,0.025,37.805727,-122.296935,A
1407267267,2.5,0.026,37.805730,-122.296932,A
1407267268,2.5,0.025,37.805733,-122.296927,A
1407267269,2.5,0.025,37.805733,-122.296920,A
1407267270,2.5,0.025,37.805730,-122.296923,A
1407267271,2.5,0.025,37.805728,-122.296927,A
1407267272,2.5,0.025,37.805723,-122.296933,A
1407267273,2.5,0.025,37.805728,-122.296928,A
1407267274,2.5,0.027,37.805740,-122.296922,A
1407267275,2.5,0.027,37.805743,-122.296932,A
1407267276,2.5,0.027,37.805747,-122.296940,A
1407267277,2.5,0.026,37.805742,-122.296948,A
1407267278,2.5,0.027,37.805735,-122.296957,A
1407267279,2.5,0.027,37.805727,-122.296960,A
1407267280,2.5,0.026,37.805717,-122.296970,A
1407267281,2.5,0.026,37.805715,-122.296973,A
1407267282,2.5,0.026,37.805707,-122.296972,A
1407267283,2.5,0.024,37.805698,-122.296973,A
1407267284,2.5,0.025,37.805695,-122.296965,A
1407267285,2.5,0.026,37.805690,-122.296957,A
1407267286,2.5,0.026,37.805687,-122.296948,A
1407267287,2.5,0.025,37.805682,-122.296952,A
1407267288,2.5,0.026,37.805682,-122.296960,A
1407267289,2.5,0.026,37.805678,-122.296977,A
1407267290,2.5,0.027,37.805672,-122.296993,A
1407267291,2.5,0.029,37.805667,-122.297005,A
1407267292,2.5,0.029,37.805658,-122.297015,A
1407267293,2.5,0.030,37.805642,-122.297040,A
1407267294,2.5,0.031,37.805630,-122.297057,A
1407267295,2.5,0.030,37.805627,-122.297057,A
1407267296,2.5,0.029,37.805617,-122.297067,A
1407267297,2.5,0.030,37.805608,-122.297085,A
1407267298,2.5,0.028,37.805600,-122.297093,A
1407267299,2.5,0.027,37.805592,-122.297103,A
1407267300,2.5,0.027,37.805587,-122.297108,A
1407267301,2.5,0.027,37.805578,-122.297118,A
1407267302,2.5,0.028,37.805572,-122.297132,A
1407267303,2.5,0.028,37.805568,-122.297142,A
1407267304,2.5,0.028,37.805563,-122.297163,A
1407267305,2.5,0.028,37.805557,-122.297177,A
1407267306,2.5,0.026,37.805557,-122.297188,A
1407267307,2.5,0.027,37.805557,-122.297193,A
1407267308,2.5,0.027,37.805555,-122.297198,A
1407267309,2.5,0.027,37.805555,-122.297200,A
1407267310,2.5,0.027,37.805555,-122.297198,A
1407267311,2.5,0.027,37.805555,-122.297197,A
1407267312,2.5,0.029,37.805553,-122.297197,A
1407267313,2.5,0.029,37.805552,-122.297198,A
1407267314,2.5,0.027,37.805552,-122.297213,A
1407267315,2.5,0.031,37.805550,-122.297228,A
1407267316,2.5,0.032,37.805550,-122.297235,A
1407267317,2.5,0.029,37.805548,-122.297242,A
1407267318,2.5,0.029,37.805543,-122.297262,A
1407267319,2.5,0.027,37.805537,-122.297287,A
1407267320,2.5,0.027,37.805535,-122.297292,A
1407267321,2.5,0.028,37.805530,-122.297298,A
1407267322,2.5,0.028,37.805523,-122.297318,A
1407267323,2.5,0.026,37.805520,-122.297322,A
1407267324,2.5,0.025,37.805513,-122.297332,A
1407267325,2.5,0.026,37.805507,-122.297343,A
1407267326,2.5,0.027,37.805505,-122.297340,A
1407267327,2.5,0.027,37.805503,-122.297342,A
1407267328,2.5,0.025,37.805503,-122.297340,A
1407267329,2.5,0.026,37.805503,-122.297340,A
1407267330,2.5,0.027,37.805510,-122.297345,A
1407267331,2.5,0.028,37.805508,-122.297355,A
1407267332,2.5,0.028,37.805510,-122.297352,A
1407267333,2.5,0.026,37.805515,-122.297348,A
1407267334,2.5,0.028,37.805512,-122.297357,A
1407267335,2.5,0.028,37.805508,-122.297365,A
1407267336,2.5,0.026,37.805505,-122.297365,A
1407267337,2.5,0.027,37.805505,-122.297362,A
1407267338,2.5,0.028,37.805512,-122.297352,A
1407267339,2.5,0.028,37.805522,-122.297347,A
1407267340,2.5,0.027,37.805537,-122.297337,A
1407267341,2.5,0.028,37.805548,-122.297338,A
1407267342,2.5,0.026,37.805560,-122.297333,A
1407267343,2.5,0.025,37.805558,-122.297353,A
1407267344,2.5,0.026,37.805570,-122.297347,A
1407267345,2.5,0.026,37.805577,-122.297347,A
1407267346,2.5,0.026,37.805583,-122.297347,A
1407267347,2.5,0.027,37.805592,-122.297338,A
1407267348,2.5,0.028,37.805598,-122.297335,A
1407267349,2.5,0.028,37.805610,-122.297325,A
1407267350,2.5,0.030,37.805620,-122.297320,A
1407267351,2.5,0.031,37.805632,-122.297313,A
1407267352,2.5,0.032,37.805633,-122.297317,A
1407267353,2.5,0.032,37.805637,-122.297325,A
1407267354,2.5,0.032,37.805645,-122.297330,A
1407267355,2.5,0.030,37.805655,-122.297330,A
1407267356,2.5,0.027,37.805662,-122.297340,A
1407267357,2.5,0.028,37.805663,-122.297357,A
1407267358,2.5,0.028,37.805667,-122.297372,A
1407267359,2.5,0.024,37.805668,-122.297385,A
1407267360,2.5,0.025,37.805667,-122.297403,A
1407267361,2.5,0.028,37.805670,-122.297413,A
1407267362,2.5,0.028,37.805673,-122.297428,A
1407267363,2.5,0.028,37.805675,-122.297447,A
1407267364,2.5,0.029,37.805680,-122.297463,A
1407267365,2.5,0.028,37.805685,-122.297473,A
1407267366,2.5,0.027,37.805690,-122.297478,A
1407267367,2.5,0.029,37.805695,-122.297498,A
1407267368,2.5,0.027,37.805697,-122.297513,A
1407267369,2.5,0.026,37.805707,-122.297518,A
1407267370,2.5,0.026,37.805712,-122.297525,A
1407267371,2.5,0.027,37.805713,-122.297525,A
1407267372,2.5,0.029,37.805715,-122.297520,A
1407267373,2.5,0.029,37.805725,-122.297515,A
1407267374,2.5,0.026,37.805728,-122.297507,A
1407267375,2.5,0.026,37.805730,-122.297500,A
1407267376,2.5,0.026,37.805732,-122.297493,A
1407267377,2.5,0.029,37.805733,-122.297490,A
1407267378,2.5,0.029,37.805738,-122.297488,A
1407267379,2.5,0.027,37.805747,-122.297488,A
1407267380,2.5,0.029,37.805748,-122.297500,A
1407267381,2.5,0.028,37.805753,-122.297510,A
1407267382,2.5,0.026,37.805760,-122.297522,A
1407267383,2.5,0.024,37.805763,-122.297542,A
1407267384,2.5,0.025,37.805765,-122.297563,A
1407267385,2.5,0.026,37.805768,-122.297575,A
1407267386,2.5,0.025,37.805773,-122.297587,A
1407267387,2.5,0.025,37.805777,-122.297593,A
1407267388,2.5,0.025,37.805780,-122.297598,A
1407267389,2.5,0.025,37.805783,-122.297603,A
1407267390,2.5,0.026,37.805788,-122.297613,A
1407267391,2.5,0.026,37.805793,-122.297625,A
1407267392,2.5,0.025,37.805798,-122.297633,A
1407267393,2.5,0.026,37.805808,-122.297640,A
1407267394,2.5,0.025,37.805817,-122.297640,A
1407267395,2.5,0.026,37.805823,-122.297657,A
1407267396,2.5,0.026,37.805838,-122.297668,A
1407267397,2.5,0.024,37.805852,-122.297675,A
1407267398,2.5,0.024,37.805857,-122.297695,A
1407267399,2.5,0.025,37.805868,-122.297718,A
1407267400,2.5,0.026,37.805873,-122.297742,A
1407267401,2.5,0.024,37.805882,-122.297747,A
1407267402,2.5,0.024,37.805887,-122.297747,A
1407267403,2.5,0.024,37.805880,-122.297762,A
1407267404,2.5,0.025,37.805882,-122.297770,A
1407267405,2.5,0.026,37.805878,-122.297775,A
1407267406,2.5,0.026,37.805875,-122.297782,A
1407267407,2.5,0.028,37.805873,-122.297785,A
1407267408,2.5,0.028,37.805868,-122.297800,A
1407267409,2.5,0.026,37.805867,-122.297803,A
1407267410,2.5,0.024,37.805858,-122.297817,A
1407267411,2.5,0.025,37.805855,-122.297825,A
1407267412,2.5,0.025,37.805852,-122.297837,A
1407267413,2.5,0.026,37.805845,-122.297860,A
1407267414,2.5,0.032,37.805838,-122.297877,A
1407267415,2.5,0.033,37.805840,-122.297885,A
1407267416,2.5,0.024,37.805842,-122.297893,A
1407267417,2.5,0.023,37.805848,-122.297905,A
1407267418,2.5,0.024,37.805857,-122.297920,A
1407267419,2.5,0.025,37.805858,-122.297933,A
1407267420,2.5,0.023,37.805863,-122.297940,A
1407267421,2.5,0.025,37.805865,-122.297947,A
1407267422,2.5,0.027,37.805867,-122.297960,A
1407267423,2.5,0.027,37.805872,-122.297970,A
1407267424,2.5,0.025,37.805878,-122.297977,A
1407267425,2.5,0.025,37.805882,-122.297987,A
1407267426,2.5,0.026,37.805887,-122.297995,A
1407267427,2.5,0.025,37.805893,-122.298002,A
1407267428,2.5,0.026,37.805898,-122.298007,A
1407267429,2.5,0.027,37.805903,-122.298017,A
1407267430,2.5,0.026,37.805910,-122.298030,A
1407267431,2.5,0.026,37.805903,-122.298060,A
1407267432,2.5,0.026,37.805907,-122.298072,A
1407267433,2.5,0.027,37.805907,-122.298092,A
1407267434,2.5,0.026,37.805905,-122.298110,A
1407267435,2.5,0.024,37.805907,-122.298125,A
1407267436,2.5,0.023,37.805907,-122.298142,A
1407267437,2.5,0.024,37.805907,-122.298148,A
1407267438,2.5,0.025,37.805902,-122.298163,A
1407267439,2.5,0.027,37.805905,-122.298167,A
1407267440,2.5,0.026,37.805905,-122.298165,A
1407267441,2.5,0.024,37.805905,-122.298172,A
1407267442,2.5,0.026,37.805907,-122.298175,A
1407267443,2.5,0.028,37.805908,-122.298178,A
1407267444,2.5,0.026,37.805908,-122.298187,A
1407267445,2.5,0.027,37.805905,-122.298197,A
1407267446,2.5,0.025,37.805900,-122.298203,A
1407267447,2.5,0.025,37.805902,-122.298202,A
1407267448,2.5,0.025,37.805902,-122.298197,A
1407267449,2.5,0.024,37.805900,-122.298193,A
1407267450,2.5,0.024,37.805900,-122.298192,A
1407267451,2.5,0.025,37.805892,-122.298202,A
1407267452,2.5,0.026,37.805893,-122.298207,A
1407267453,2.5,0.025,37.805892,-122.298213,A
1407267454,2.5,0.025,37.805890,-122.298212,A
1407267455,2.5,0.026,37.805893,-122.298212,A
1407267456,2.5,0.026,37.805892,-122.298212,A
1407267457,2.5,0.024,37.805890,-122.298198,A
1407267458,2.5,0.025,37.805890,-122.298195,A
1407267459,2.5,0.026,37.805893,-122.298192,A
1407267460,2.5,0.025,37.805903,-122.298185,A
1407267461,2.5,0.025,37.805913,-122.298173,A
1407267462,2.5,0.025,37.805915,-122.298170,A
1407267463,2.5,0.026,37.805917,-122.298163,A
1407267464,2.5,0.025,37.805907,-122.298163,A
1407267465,2.5,0.026,37.805905,-122.298167,A
1407267466,2.5,0.026,37.805895,-122.298178,A
1407267467,2.5,0.024,37.805888,-122.298183,A
1407267468,2.5,0.026,37.805883,-122.298183,A
1407267469,2.5,0.024,37.805883,-122.298185,A
1407267470,2.5,0.024,37.805885,-122.298180,A
1407267471,2.5,0.024,37.805888,-122.298178,A
1407267472,2.5,0.024,37.805888,-122.298177,A
1407267473,2.5,0.024,37.805880,-122.298177,A
1407267474,2.5,0.024,37.805867,-122.298182,A
1407267475,2.5,0.024,37.805855,-122.298188,A
1407267476,2.5,0.024,37.805845,-122.298193,A
1407267477,2.5,0.023,37.805835,-122.298203,A
1407267478,2.5,0.024,37.805827,-122.298217,A
1407267479,2.5,0.025,37.805820,-122.298228,A
1407267480,2.5,0.025,37.805810,-122.298240,A
1407267481,2.5,0.024,37.805807,-122.298248,A
1407267482,2.5,0.024,37.805800,-122.298255,A
1407267483,2.5,0.025,37.805792,-122.298263,A
1407267484,2.5,0.024,37.805785,-122.298270,A
1407267485,2.5,0.024,37.805773,-122.298275,A
1407267486,2.5,0.024,37.805765,-122.298275,A
1407267487,2.5,0.025,37.805752,-122.298278,A
1407267488,2.5,0.023,37.805743,-122.298282,A
1407267489,2.5,0.023,37.805735,-122.298285,A
1407267490,2.5,0.024,37.805725,-122.298285,A
1407267491,2.5,0.023,37.805710,-122.298282,A
1407267492,2.5,0.023,37.805705,-122.298277,A
1407267493,2.5,0.024,37.805695,-122.298275,A
1407267494,2.5,0.024,37.805687,-122.298270,A
1407267495,2.5,0.022,37.805675,-122.298268,A
1407267496,2.5,0.023,37.805662,-122.298272,A
1407267497,2.5,0.025,37.805653,-122.298273,A
1407267498,2.5,0.026,37.805640,-122.298272,A
1407267499,2.5,0.024,37.805630,-122.298273,A
1407267500,2.5,0.023,37.805620,-122.298278,A
1407267501,2.5,0.023,37.805612,-122.298283,A
1407267502,2.5,0.023,37.805603,-122.298290,A
1407267503,2.5,0.023,37.805595,-122.298295,A
1407267504,2.5,0.023,37.805588,-122.298297,A
1407267505,2.5,0.023,37.805583,-122.298300,A
1407267506,2.5,0.023,37.805577,-122.298302,A
1407267507,2.5,0.023,37.805563,-122.298312,A
1407267508,2.5,0.023,37.805558,-122.298317,A
1407267509,2.5,0.023,37.805552,-122.298318,A
1407267510,2.5,0.024,37.805542,-122.298323,A
1407267511,2.5,0.024,37.805535,-122.298330,A
1407267512,2.5,0.024,37.805527,-122.298335,A
1407267513,2.5,0.024,37.805522,-122.298340,A
1407267514,2.5,0.024,37.805507,-122.298335,A
1407267515,2.5,0.023,37.805500,-122.298330,A
1407267516,2.5,0.023,37.805487,-122.298323,A
1407267517,2.5,0.025,37.805485,-122.298325,A
1407267518,2.5,0.025,37.805480,-122.298327,A
1407267519,2.5,0.025,37.805477,-122.298333,A
1407267520,2.5,0.023,37.805480,-122.298343,A
1407267521,2.5,0.023,37.805478,-122.298343,A
1407267522,2.5,0.023,37.805480,-122.298350,A
1407267523,2.5,0.024,37.805483,-122.298355,A
1407267524,2.5,0.025,37.805482,-122.298353,A
1407267525,2.5,0.024,37.805473,-122.298350,A
1407267526,2.5,0.025,37.805468,-122.298352,A
1407267527,2.5,0.026,37.805465,-122.298353,A
1407267528,2.5,0.026,37.805458,-122.298352,A
1407267529,2.5,0.026,37.805450,-122.298355,A
1407267530,2.5,0.026,37.805445,-122.298350,A
1407267531,2.5,0.026,37.805435,-122.298353,A
1407267532,2.5,0.025,37.805438,-122.298345,A
1407267533,2.5,0.025,37.805442,-122.298337,A
1407267534,2.5,0.025,37.805452,-122.298335,A
1407267535,2.5,0.025,37.805440,-122.298328,A
1407267536,2.5,0.028,37.805425,-122.298332,A
1407267537,2.5,0.026,37.805407,-122.298333,A
1407267538,2.5,0.024,37.805397,-122.298340,A
1407267539,2.5,0.024,37.805388,-122.298343,A
1407267540,2.5,0.026,37.805383,-122.298347,A
1407267541,2.5,0.025,37.805377,-122.298347,A
1407267542,2.5,0.023,37.805375,-122.298352,A
1407267543,2.5,0.024,37.805372,-122.298352,A
1407267544,2.5,0.025,37.805363,-122.298353,A
1407267545,2.5,0.024,37.805355,-122.298357,A
1407267546,2.5,0.024,37.805343,-122.298360,A
1407267547,2.5,0.024,37.805337,-122.298362,A
1407267548,2.5,0.025,37.805328,-122.298358,A
1407267549,2.5,0.025,37.805320,-122.298363,A
1407267550,2.5,0.024,37.805312,-122.298367,A
1407267551,2.5,0.024,37.805303,-122.298365,A
1407267552,2.5,0.022,37.805295,-122.298365,A
1407267553,2.5,0.023,37.805288,-122.298370,A
1407267554,2.5,0.024,37.805282,-122.298373,A
1407267555,2.5,0.025,37.805273,-122.298380,A
1407267556,2.5,0.024,37.805260,-122.298382,A
1407267557,2.5,0.024,37.805245,-122.298382,A
1407267558,2.5,0.024,37.805237,-122.298380,A
1407267559,2.5,0.023,37.805222,-122.298380,A
1407267560,2.5,0.024,37.805210,-122.298380,A
1407267561,2.5,0.025,37.805200,-122.298382,A
1407267562,2.5,0.027,37.805192,-122.298382,A
1407267563,2.5,0.025,37.805180,-122.298383,A
1407267564,2.5,0.022,37.805170,-122.298385,A
1407267565,2.5,0.023,37.805160,-122.298385,A
1407267566,2.5,0.025,37.805152,-122.298387,A
1407267567,2.5,0.025,37.805142,-122.298393,A
1407267568,2.5,0.024,37.805123,-122.298397,A
1407267569,2.5,0.023,37.805110,-122.298403,A
1407267570,2.5,0.022,37.805097,-122.298410,A
1407267571,2.5,0.023,37.805085,-122.298417,A
1407267572,2.5,0.024,37.805073,-122.298418,A
1407267573,2.5,0.023,37.805063,-122.298425,A
1407267574,2.5,0.023,37.805057,-122.298430,A
1407267575,2.5,0.023,37.805048,-122.298437,A
1407267576,2.5,0.024,37.805035,-122.298438,A
1407267577,2.5,0.024,37.805030,-122.298438,A
1407267578,2.5,0.023,37.805023,-122.298442,A
1407267579,2.5,0.024,37.805010,-122.298443,A
1407267580,2.5,0.023,37.804997,-122.298443,A
1407267581,2.5,0.022,37.804985,-122.298438,A
1407267582,2.5,0.024,37.804970,-122.298438,A
1407267583,2.5,0.029,37.804962,-122.298435,A
1407267584,2.5,0.029,37.804953,-122.298433,A
1407267585,2.5,0.028,37.804937,-122.298430,A
1407267586,2.5,0.027,37.804935,-122.298430,A
1407267587,2.5,0.024,37.804925,-122.298423,A
1407267588,2.5,0.025,37.804922,-122.298422,A
1407267589,2.5,0.025,37.804918,-122.298422,A
1407267590,2.5,0.024,37.804920,-122.298425,A
1407267591,2.5,0.023,37.804922,-122.298427,A
1407267592,2.5,0.023,37.804927,-122.298420,A
1407267593,2.5,0.023,37.804927,-122.298415,A
1407267594,2.5,0.022,37.804932,-122.298415,A
1407267595,2.5,0.023,37.804938,-122.298417,A
1407267596,2.5,0.024,37.804937,-122.298410,A
1407267597,2.5,0.022,37.804943,-122.298405,A
1407267598,2.5,0.021,37.804947,-122.298410,A
1407267599,2.5,0.022,37.804943,-122.298412,A
1407267600,2.5,0.022,37.804942,-122.298418,A
1407267601,2.5,0.023,37.804942,-122.298430,A
