utc,filter,pm,lat,lon,device
1405626681,10,0.006,37.802782,-122.296960,A
1405626682,10,0.006,37.802770,-122.297040,A
1405626683,10,0.006,37.802800,-122.297055,A
1405626684,10,0.006,37.802822,-122.297063,A
1405626685,10,0.006,37.802810,-122.297052,A
1405626686,10,0.007,37.802792,-122.297055,A
1405626687,10,0.007,37.802780,-122.297043,A
1405626688,10,0.007,37.802780,-122.297043,A
1405626689,10,0.006,37.802787,-122.297038,A
1405626690,10,0.006,37.802780,-122.297017,A
1405626691,10,0.006,37.802760,-122.296992,A
1405626692,10,0.007,37.802748,-122.296978,A
1405626693,10,0.007,37.802740,-122.296957,A
1405626694,10,0.007,37.802745,-122.296957,A
1405626695,10,0.006,37.802752,-122.296950,A
1405626696,10,0.007,37.802740,-122.296938,A
1405626697,10,0.008,37.802738,-122.296932,A
1405626698,10,0.006,37.802750,-122.296937,A
1405626699,10,0.006,37.802755,-122.296935,A
1405626700,10,0.007,37.802763,-122.296932,A
1405626701,10,0.007,37.802762,-122.296922,A
1405626702,10,0.006,37.802757,-122.296913,A
1405626703,10,0.006,37.802753,-122.296907,A
1405626704,10,0.006,37.802750,-122.296888,A
1405626705,10,0.006,37.802758,-122.296883,A
1405626706,10,0.006,37.802752,-122.296875,A
1405626707,10,0.007,37.802750,-122.296865,A
1405626708,10,0.007,37.802757,-122.296850,A
1405626709,10,0.007,37.802752,-122.296835,A
1405626710,10,0.007,37.802750,-122.296832,A
1405626711,10,0.006,37.802750,-122.296833,A
1405626712,10,0.006,37.802737,-122.296813,A
1405626713,10,0.006,37.802730,-122.296803,A
1405626714,10,0.007,37.802732,-122.296790,A
1405626715,10,0.006,37.802742,-122.296788,A
1405626716,10,0.007,37.802742,-122.296778,A
1405626717,10,0.007,37.802742,-122.296763,A
1405626718,10,0.007,37.802740,-122.296758,A
1405626719,10,0.007,37.802738,-122.296752,A
1405626720,10,0.007,37.802732,-122.296738,A
1405626721,10,0.008,37.802730,-122.296735,A
1405626722,10,0.008,37.802732,-122.296747,A
1405626723,10,0.008,37.802725,-122.296742,A
1405626724,10,0.008,37.802725,-122.296738,A
1405626725,10,0.008,37.802725,-122.296733,A
1405626726,10,0.008,37.802725,-122.296732,A
1405626727,10,0.007,37.802720,-122.296702,A
1405626728,10,0.008,37.802720,-122.296702,A
1405626729,10,0.009,37.802715,-122.296688,A
1405626730,10,0.008,37.802708,-122.296667,A
1405626731,10,0.008,37.802708,-122.296647,A
1405626732,10,0.009,37.802713,-122.296632,A
1405626733,10,0.009,37.802713,-122.296618,A
1405626734,10,0.008,37.802718,-122.296610,A
1405626735,10,0.009,37.802715,-122.296600,A
1405626736,10,0.009,37.802710,-122.296592,A
1405626737,10,0.008,37.802700,-122.296588,A
1405626738,10,0.008,37.802698,-122.296590,A
1405626739,10,0.008,37.802703,-122.296597,A
1405626740,10,0.008,37.802698,-122.296557,A
1405626741,10,0.008,37.802707,-122.296533,A
1405626742,10,0.007,37.802715,-122.296515,A
1405626743,10,0.008,37.802718,-122.296503,A
1405626744,10,0.008,37.802713,-122.296483,A
1405626745,10,0.007,37.802707,-122.296472,A
1405626746,10,0.006,37.802700,-122.296468,A
1405626747,10,0.006,37.802695,-122.296463,A
1405626748,10,0.007,37.802690,-122.296457,A
1405626749,10,0.007,37.802683,-122.296453,A
1405626750,10,0.007,37.802678,-122.296452,A
1405626751,10,0.007,37.802675,-122.296448,A
1405626752,10,0.006,37.802677,-122.296447,A
1405626753,10,0.006,37.802677,-122.296447,A
1405626754,10,0.008,37.802677,-122.296443,A
1405626755,10,0.008,37.802678,-122.296443,A
1405626756,10,0.007,37.802682,-122.296445,A
1405626757,10,0.006,37.802682,-122.296408,A
1405626758,10,0.006,37.802683,-122.296405,A
1405626759,10,0.006,37.802685,-122.296390,A
1405626760,10,0.008,37.802682,-122.296372,A
1405626761,10,0.008,37.802673,-122.296348,A
1405626762,10,0.007,37.802670,-122.296330,A
1405626763,10,0.007,37.802677,-122.296312,A
1405626764,10,0.007,37.802682,-122.296303,A
1405626765,10,0.007,37.802683,-122.296285,A
1405626766,10,0.006,37.802687,-122.296270,A
1405626767,10,0.006,37.802688,-122.296250,A
1405626768,10,0.007,37.802697,-122.296243,A
1405626769,10,0.007,37.802705,-122.296233,A
1405626770,10,0.008,37.802707,-122.296223,A
1405626771,10,0.008,37.802710,-122.296223,A
1405626772,10,0.007,37.802713,-122.296213,A
1405626773,10,0.007,37.802717,-122.296215,A
1405626774,10,0.007,37.802712,-122.296187,A
1405626775,10,0.007,37.802713,-122.296175,A
1405626776,10,0.007,37.802712,-122.296167,A
1405626777,10,0.007,37.802705,-122.296133,A
1405626778,10,0.007,37.802705,-122.296133,A
1405626779,10,0.007,37.802705,-122.296118,A
1405626780,10,0.007,37.802697,-122.296082,A
1405626781,10,0.008,37.802693,-122.296082,A
1405626782,10,0.008,37.802692,-122.296082,A
1405626783,10,0.009,37.802690,-122.296070,A
1405626784,10,0.008,37.802687,-122.296053,A
1405626785,10,0.007,37.802677,-122.296035,A
1405626786,10,0.007,37.802675,-122.296025,A
1405626787,10,0.008,37.802668,-122.296017,A
1405626788,10,0.007,37.802655,-122.295997,A
1405626789,10,0.007,37.802650,-122.295972,A
1405626790,10,0.007,37.802650,-122.295960,A
1405626791,10,0.007,37.802658,-122.295948,A
1405626792,10,0.007,37.802658,-122.295933,A
1405626793,10,0.006,37.802660,-122.295933,A
1405626794,10,0.006,37.802667,-122.295938,A
1405626795,10,0.006,37.802670,-122.295922,A
1405626796,10,0.007,37.802682,-122.295918,A
1405626797,10,0.007,37.802685,-122.295907,A
1405626798,10,0.008,37.802700,-122.295920,A
1405626799,10,0.009,37.802717,-122.295927,A
1405626800,10,0.007,37.802707,-122.295920,A
1405626801,10,0.007,37.802710,-122.295923,A
1405626802,10,0.007,37.802723,-122.295930,A
1405626803,10,0.007,37.802723,-122.295930,A
1405626804,10,0.007,37.802722,-122.295925,A
1405626805,10,0.007,37.802730,-122.295922,A
1405626806,10,0.007,37.802740,-122.295923,A
1405626807,10,0.006,37.802743,-122.295927,A
1405626808,10,0.006,37.802752,-122.295928,A
1405626809,10,0.006,37.802773,-122.295945,A
1405626810,10,0.006,37.802790,-122.295943,A
1405626811,10,0.006,37.802803,-122.295937,A
1405626812,10,0.006,37.802813,-122.295933,A
1405626813,10,0.007,37.802823,-122.295913,A
1405626814,10,0.007,37.802837,-122.295912,A
1405626815,10,0.007,37.802853,-122.295908,A
1405626816,10,0.007,37.802858,-122.295918,A
1405626817,10,0.008,37.802863,-122.295922,A
1405626818,10,0.007,37.802863,-122.295935,A
1405626819,10,0.008,37.802868,-122.295943,A
1405626820,10,0.008,37.802872,-122.295943,A
1405626821,10,0.006,37.802870,-122.295940,A
1405626822,10,0.006,37.802872,-122.295950,A
1405626823,10,0.007,37.802878,-122.295953,A
1405626824,10,0.007,37.802895,-122.295972,A
1405626825,10,0.007,37.802907,-122.295992,A
1405626826,10,0.007,37.802915,-122.296010,A
1405626827,10,0.007,37.802928,-122.296030,A
1405626828,10,0.007,37.802928,-122.296030,A
1405626829,10,0.007,37.802937,-122.296038,A
1405626830,10,0.007,37.802942,-122.296043,A
1405626831,10,0.007,37.802947,-122.296048,A
1405626832,10,0.006,37.802943,-122.296052,A
1405626833,10,0.006,37.802950,-122.296063,A
1405626834,10,0.007,37.802943,-122.296075,A
1405626835,10,0.007,37.802927,-122.296048,A
1405626836,10,0.006,37.802917,-122.296000,A
1405626837,10,0.006,37.802897,-122.295985,A
1405626838,10,0.005,37.802887,-122.295965,A
1405626839,10,0.006,37.802873,-122.295955,A
1405626840,10,0.006,37.802853,-122.295950,A
1405626841,10,0.006,37.802852,-122.295945,A
1405626842,10,0.006,37.802835,-122.295948,A
1405626843,10,0.007,37.802828,-122.295962,A
1405626844,10,0.006,37.802800,-122.295958,A
1405626845,10,0.005,37.802788,-122.295948,A
1405626846,10,0.006,37.802793,-122.295950,A
1405626847,10,0.007,37.802805,-122.295967,A
1405626848,10,0.007,37.802822,-122.295973,A
1405626849,10,0.007,37.802825,-122.295972,A
1405626850,10,0.006,37.802818,-122.295973,A
1405626851,10,0.006,37.802813,-122.295973,A
1405626852,10,0.006,37.802793,-122.295977,A
1405626853,10,0.006,37.802793,-122.295977,A
1405626854,10,0.006,37.802795,-122.295967,A
1405626855,10,0.006,37.802785,-122.295963,A
1405626856,10,0.006,37.802780,-122.295943,A
1405626857,10,0.007,37.802768,-122.295937,A
1405626858,10,0.007,37.802758,-122.295922,A
1405626859,10,0.007,37.802752,-122.295913,A
1405626860,10,0.006,37.802742,-122.295902,A
1405626861,10,0.006,37.802758,-122.295910,A
1405626862,10,0.006,37.802778,-122.295915,A
1405626863,10,0.006,37.802795,-122.295918,A
1405626864,10,0.006,37.802808,-122.295932,A
1405626865,10,0.007,37.802820,-122.295940,A
1405626866,10,0.006,37.802825,-122.295925,A
1405626867,10,0.006,37.802832,-122.295917,A
1405626868,10,0.006,37.802842,-122.295912,A
1405626869,10,0.006,37.802852,-122.295908,A
1405626870,10,0.006,37.802865,-122.295890,A
1405626871,10,0.007,37.802865,-122.295892,A
1405626872,10,0.006,37.802870,-122.295893,A
1405626873,10,0.006,37.802885,-122.295907,A
1405626874,10,0.007,37.802898,-122.295910,A
1405626875,10,0.007,37.802907,-122.295907,A
1405626876,10,0.007,37.802912,-122.295898,A
1405626877,10,0.006,37.802940,-122.295908,A
1405626878,10,0.006,37.802940,-122.295908,A
1405626879,10,0.007,37.802943,-122.295910,A
1405626880,10,0.007,37.802948,-122.295905,A
1405626881,10,0.006,37.802948,-122.295897,A
1405626882,10,0.007,37.802957,-122.295885,A
1405626883,10,0.007,37.802958,-122.295878,A
1405626884,10,0.006,37.802977,-122.295888,A
1405626885,10,0.007,37.802990,-122.295892,A
1405626886,10,0.008,37.803008,-122.295897,A
1405626887,10,0.008,37.803015,-122.295897,A
1405626888,10,0.007,37.803025,-122.295892,A
1405626889,10,0.006,37.803033,-122.295885,A
1405626890,10,0.006,37.803045,-122.295873,A
1405626891,10,0.007,37.803032,-122.295868,A
1405626892,10,0.007,37.803023,-122.295842,A
1405626893,10,0.006,37.803027,-122.295822,A
1405626894,10,0.005,37.803037,-122.295818,A
1405626895,10,0.006,37.803042,-122.295787,A
1405626896,10,0.007,37.803038,-122.295763,A
1405626897,10,0.006,37.803047,-122.295742,A
1405626898,10,0.006,37.803058,-122.295733,A
1405626899,10,0.006,37.803053,-122.295720,A
1405626900,10,0.007,37.803053,-122.295712,A
1405626901,10,0.008,37.803047,-122.295715,A
1405626902,10,0.006,37.803090,-122.295757,A
1405626903,10,0.007,37.803090,-122.295757,A
1405626904,10,0.006,37.803095,-122.295760,A
1405626905,10,0.007,37.803107,-122.295773,A
1405626906,10,0.007,37.803108,-122.295775,A
1405626907,10,0.006,37.803128,-122.295755,A
1405626908,10,0.006,37.803147,-122.295740,A
1405626909,10,0.006,37.803160,-122.295743,A
1405626910,10,0.006,37.803172,-122.295732,A
1405626911,10,0.006,37.803182,-122.295712,A
1405626912,10,0.007,37.803178,-122.295708,A
1405626913,10,0.007,37.803193,-122.295712,A
1405626914,10,0.006,37.803205,-122.295708,A
1405626915,10,0.006,37.803215,-122.295702,A
1405626916,10,0.007,37.803232,-122.295708,A
1405626917,10,0.007,37.803243,-122.295722,A
1405626918,10,0.007,37.803258,-122.295735,A
1405626919,10,0.007,37.803265,-122.295735,A
1405626920,10,0.006,37.803263,-122.295725,A
1405626921,10,0.007,37.803268,-122.295730,A
1405626922,10,0.007,37.803272,-122.295727,A
1405626923,10,0.006,37.803260,-122.295708,A
1405626924,10,0.006,37.803268,-122.295710,A
1405626925,10,0.006,37.803277,-122.295705,A
1405626926,10,0.006,37.803292,-122.295703,A
1405626927,10,0.007,37.803323,-122.295708,A
1405626928,10,0.007,37.803323,-122.295708,A
1405626929,10,0.007,37.803348,-122.295707,A
1405626930,10,0.006,37.803365,-122.295702,A
1405626931,10,0.006,37.803375,-122.295695,A
1405626932,10,0.008,37.803387,-122.295687,A
1405626933,10,0.007,37.803390,-122.295670,A
1405626934,10,0.006,37.803397,-122.295667,A
1405626935,10,0.006,37.803402,-122.295667,A
1405626936,10,0.007,37.803405,-122.295670,A
1405626937,10,0.006,37.803388,-122.295668,A
1405626938,10,0.006,37.803393,-122.295677,A
1405626939,10,0.006,37.803398,-122.295673,A
1405626940,10,0.006,37.803400,-122.295685,A
1405626941,10,0.006,37.803407,-122.295687,A
1405626942,10,0.005,37.803413,-122.295680,A
1405626943,10,0.006,37.803417,-122.295658,A
1405626944,10,0.006,37.803435,-122.295647,A
1405626945,10,0.006,37.803457,-122.295645,A
1405626946,10,0.007,37.803463,-122.295632,A
1405626947,10,0.007,37.803467,-122.295618,A
1405626948,10,0.013,37.803482,-122.295615,A
1405626949,10,0.006,37.803480,-122.295598,A
1405626950,10,0.006,37.803483,-122.295600,A
1405626951,10,0.006,37.803482,-122.295605,A
1405626952,10,0.006,37.803477,-122.295620,A
1405626953,10,0.007,37.803485,-122.295622,A
1405626954,10,0.006,37.803500,-122.295628,A
1405626955,10,0.005,37.803517,-122.295613,A
1405626956,10,0.005,37.803538,-122.295603,A
1405626957,10,0.006,37.803538,-122.295603,A
1405626958,10,0.005,37.803538,-122.295605,A
1405626959,10,0.005,37.803535,-122.295603,A
1405626960,10,0.007,37.803538,-122.295598,A
1405626961,10,0.005,37.803562,-122.295613,A
1405626962,10,0.005,37.803580,-122.295617,A
1405626963,10,0.006,37.803602,-122.295618,A
1405626964,10,0.006,37.803613,-122.295617,A
1405626965,10,0.006,37.803620,-122.295608,A
1405626966,10,0.005,37.803632,-122.295607,A
1405626967,10,0.005,37.803635,-122.295597,A
1405626968,10,0.005,37.803643,-122.295588,A
1405626969,10,0.005,37.803655,-122.295587,A
1405626970,10,0.005,37.803665,-122.295593,A
1405626971,10,0.005,37.803678,-122.295598,A
1405626972,10,0.005,37.803688,-122.295600,A
1405626973,10,0.006,37.803705,-122.295598,A
1405626974,10,0.007,37.803718,-122.295597,A
1405626975,10,0.006,37.803733,-122.295587,A
1405626976,10,0.006,37.803742,-122.295577,A
1405626977,10,0.006,37.803753,-122.295572,A
1405626978,10,0.005,37.803762,-122.295562,A
1405626979,10,0.005,37.803765,-122.295555,A
1405626980,10,0.005,37.803765,-122.295548,A
1405626981,10,0.006,37.803767,-122.295537,A
1405626982,10,0.007,37.803773,-122.295523,A
1405626983,10,0.006,37.803778,-122.295517,A
1405626984,10,0.006,37.803787,-122.295515,A
1405626985,10,0.006,37.803790,-122.295517,A
1405626986,10,0.006,37.803795,-122.295507,A
1405626987,10,0.005,37.803797,-122.295507,A
1405626988,10,0.005,37.803795,-122.295508,A
1405626989,10,0.005,37.803798,-122.295508,A
1405626990,10,0.005,37.803808,-122.295508,A
1405626991,10,0.006,37.803818,-122.295505,A
1405626992,10,0.006,37.803828,-122.295498,A
1405626993,10,0.006,37.803842,-122.295493,A
1405626994,10,0.006,37.803852,-122.295497,A
1405626995,10,0.006,37.803862,-122.295500,A
1405626996,10,0.005,37.803865,-122.295502,A
1405626997,10,0.006,37.803870,-122.295505,A
1405626998,10,0.005,37.803877,-122.295505,A
1405626999,10,0.005,37.803882,-122.295502,A
1405627000,10,0.005,37.803887,-122.295497,A
1405627001,10,0.005,37.803902,-122.295492,A
1405627002,10,0.006,37.803912,-122.295492,A
1405627003,10,0.006,37.803920,-122.295493,A
1405627004,10,0.006,37.803933,-122.295500,A
1405627005,10,0.007,37.803945,-122.295498,A
1405627006,10,0.007,37.803950,-122.295500,A
1405627007,10,0.005,37.803957,-122.295498,A
1405627008,10,0.005,37.803970,-122.295500,A
1405627009,10,0.006,37.803977,-122.295503,A
1405627010,10,0.006,37.803983,-122.295510,A
1405627011,10,0.006,37.803992,-122.295512,A
1405627012,10,0.007,37.803998,-122.295520,A
1405627013,10,0.007,37.804008,-122.295523,A
1405627014,10,0.006,37.804020,-122.295532,A
1405627015,10,0.006,37.804032,-122.295530,A
1405627016,10,0.006,37.804037,-122.295533,A
1405627017,10,0.005,37.804037,-122.295522,A
1405627018,10,0.005,37.804030,-122.295522,A
1405627019,10,0.005,37.804025,-122.295513,A
1405627020,10,0.005,37.804018,-122.295518,A
1405627021,10,0.005,37.804012,-122.295505,A
1405627022,10,0.006,37.804003,-122.295507,A
1405627023,10,0.006,37.804003,-122.295508,A
1405627024,10,0.006,37.804005,-122.295498,A
1405627025,10,0.006,37.804007,-122.295500,A
1405627026,10,0.005,37.804012,-122.295498,A
1405627027,10,0.006,37.804017,-122.295497,A
1405627028,10,0.007,37.804015,-122.295497,A
1405627029,10,0.006,37.804015,-122.295493,A
1405627030,10,0.006,37.804017,-122.295498,A
1405627031,10,0.005,37.804010,-122.295507,A
1405627032,10,0.005,37.804010,-122.295517,A
1405627033,10,0.005,37.804015,-122.295515,A
1405627034,10,0.005,37.804008,-122.295520,A
1405627035,10,0.006,37.804003,-122.295522,A
1405627036,10,0.006,37.804000,-122.295515,A
1405627037,10,0.006,37.803995,-122.295507,A
1405627038,10,0.006,37.803997,-122.295502,A
1405627039,10,0.005,37.804000,-122.295512,A
1405627040,10,0.006,37.804005,-122.295518,A
1405627041,10,0.005,37.804023,-122.295525,A
1405627042,10,0.005,37.804030,-122.295522,A
1405627043,10,0.006,37.804030,-122.295532,A
1405627044,10,0.006,37.804038,-122.295538,A
1405627045,10,0.006,37.804038,-122.295542,A
1405627046,10,0.005,37.804048,-122.295547,A
1405627047,10,0.005,37.804052,-122.295547,A
1405627048,10,0.006,37.804055,-122.295553,A
1405627049,10,0.006,37.804055,-122.295560,A
1405627050,10,0.005,37.804062,-122.295572,A
1405627051,10,0.005,37.804065,-122.295583,A
1405627052,10,0.005,37.804072,-122.295592,A
1405627053,10,0.006,37.804080,-122.295593,A
1405627054,10,0.005,37.804085,-122.295595,A
1405627055,10,0.005,37.804077,-122.295605,A
1405627056,10,0.006,37.804075,-122.295610,A
1405627057,10,0.005,37.804072,-122.295612,A
1405627058,10,0.005,37.804067,-122.295630,A
1405627059,10,0.006,37.804067,-122.295642,A
1405627060,10,0.005,37.804073,-122.295650,A
1405627061,10,0.005,37.804073,-122.295660,A
1405627062,10,0.006,37.804073,-122.295663,A
1405627063,10,0.006,37.804072,-122.295665,A
1405627064,10,0.005,37.804075,-122.295672,A
1405627065,10,0.005,37.804075,-122.295685,A
1405627066,10,0.006,37.804073,-122.295702,A
1405627067,10,0.007,37.804073,-122.295723,A
1405627068,10,0.005,37.804070,-122.295738,A
1405627069,10,0.006,37.804068,-122.295752,A
1405627070,10,0.006,37.804070,-122.295768,A
1405627071,10,0.005,37.804073,-122.295782,A
1405627072,10,0.005,37.804078,-122.295795,A
1405627073,10,0.006,37.804080,-122.295807,A
1405627074,10,0.006,37.804077,-122.295818,A
1405627075,10,0.006,37.804075,-122.295828,A
1405627076,10,0.006,37.804075,-122.295837,A
1405627077,10,0.006,37.804078,-122.295850,A
1405627078,10,0.007,37.804077,-122.295858,A
1405627079,10,0.006,37.804075,-122.295862,A
1405627080,10,0.006,37.804077,-122.295873,A
1405627081,10,0.006,37.804082,-122.295883,A
1405627082,10,0.006,37.804087,-122.295893,A
1405627083,10,0.006,37.804092,-122.295912,A
1405627084,10,0.007,37.804097,-122.295923,A
1405627085,10,0.007,37.804103,-122.295940,A
1405627086,10,0.006,37.804112,-122.295947,A
1405627087,10,0.006,37.804117,-122.295957,A
1405627088,10,0.005,37.804132,-122.295957,A
1405627089,10,0.005,37.804140,-122.295970,A
1405627090,10,0.006,37.804147,-122.295978,A
1405627091,10,0.006,37.804147,-122.295993,A
1405627092,10,0.007,37.804157,-122.295995,A
1405627093,10,0.006,37.804162,-122.296007,A
1405627094,10,0.007,37.804165,-122.296015,A
1405627095,10,0.006,37.804165,-122.296027,A
1405627096,10,0.006,37.804170,-122.296035,A
1405627097,10,0.006,37.804170,-122.296048,A
1405627098,10,0.006,37.804170,-122.296060,A
1405627099,10,0.005,37.804170,-122.296068,A
1405627100,10,0.007,37.804175,-122.296062,A
1405627101,10,0.007,37.804178,-122.296058,A
1405627102,10,0.006,37.804183,-122.296055,A
1405627103,10,0.006,37.804188,-122.296053,A
1405627104,10,0.006,37.804193,-122.296050,A
1405627105,10,0.006,37.804180,-122.296065,A
1405627106,10,0.006,37.804182,-122.296057,A
1405627107,10,0.007,37.804112,-122.296028,A
1405627108,10,0.006,37.804067,-122.296073,A
1405627109,10,0.006,37.804070,-122.296112,A
1405627110,10,0.006,37.804087,-122.296112,A
1405627111,10,0.006,37.804117,-122.296123,A
1405627112,10,0.006,37.804123,-122.296138,A
1405627113,10,0.007,37.804140,-122.296148,A
1405627114,10,0.006,37.804133,-122.296172,A
1405627115,10,0.006,37.804117,-122.296202,A
1405627116,10,0.007,37.804108,-122.296227,A
1405627117,10,0.007,37.804095,-122.296253,A
1405627118,10,0.006,37.804095,-122.296282,A
1405627119,10,0.006,37.804120,-122.296275,A
1405627120,10,0.006,37.804140,-122.296270,A
1405627121,10,0.006,37.804157,-122.296275,A
1405627122,10,0.005,37.804167,-122.296270,A
1405627123,10,0.006,37.804178,-122.296265,A
1405627124,10,0.006,37.804192,-122.296275,A
1405627125,10,0.007,37.804205,-122.296268,A
1405627126,10,0.006,37.804222,-122.296260,A
1405627127,10,0.006,37.804225,-122.296262,A
1405627128,10,0.006,37.804222,-122.296270,A
1405627129,10,0.007,37.804217,-122.296275,A
1405627130,10,0.007,37.804212,-122.296295,A
1405627131,10,0.007,37.804217,-122.296292,A
1405627132,10,0.007,37.804217,-122.296300,A
1405627133,10,0.007,37.804222,-122.296303,A
1405627134,10,0.007,37.804217,-122.296312,A
1405627135,10,0.007,37.804213,-122.296328,A
1405627136,10,0.006,37.804220,-122.296345,A
1405627137,10,0.006,37.804223,-122.296358,A
1405627138,10,0.006,37.804225,-122.296372,A
1405627139,10,0.006,37.804228,-122.296382,A
1405627140,10,0.007,37.804223,-122.296390,A
1405627141,10,0.007,37.804217,-122.296395,A
1405627142,10,0.007,37.804217,-122.296405,A
1405627143,10,0.007,37.804217,-122.296413,A
1405627144,10,0.007,37.804220,-122.296422,A
1405627145,10,0.006,37.804225,-122.296428,A
1405627146,10,0.006,37.804227,-122.296440,A
1405627147,10,0.006,37.804227,-122.296447,A
1405627148,10,0.006,37.804225,-122.296455,A
1405627149,10,0.006,37.804228,-122.296460,A
1405627150,10,0.006,37.804230,-122.296477,A
1405627151,10,0.006,37.804235,-122.296493,A
1405627152,10,0.006,37.804230,-122.296510,A
1405627153,10,0.006,37.804233,-122.296517,A
1405627154,10,0.006,37.804238,-122.296518,A
1405627155,10,0.006,37.804242,-122.296527,A
1405627156,10,0.007,37.804245,-122.296535,A
1405627157,10,0.007,37.804250,-122.296545,A
1405627158,10,0.007,37.804250,-122.296545,A
1405627159,10,0.006,37.804252,-122.296552,A
1405627160,10,0.006,37.804252,-122.296560,A
1405627161,10,0.006,37.804243,-122.296563,A
1405627162,10,0.006,37.804237,-122.296580,A
1405627163,10,0.006,37.804237,-122.296580,A
1405627164,10,0.007,37.804238,-122.296587,A
1405627165,10,0.007,37.804232,-122.296592,A
1405627166,10,0.007,37.804228,-122.296593,A
1405627167,10,0.006,37.804225,-122.296598,A
1405627168,10,0.006,37.804215,-122.296603,A
1405627169,10,0.006,37.804212,-122.296605,A
1405627170,10,0.007,37.804207,-122.296608,A
1405627171,10,0.006,37.804200,-122.296608,A
1405627172,10,0.006,37.804193,-122.296610,A
1405627173,10,0.007,37.804187,-122.296610,A
1405627174,10,0.006,37.804180,-122.296610,A
1405627175,10,0.006,37.804175,-122.296612,A
1405627176,10,0.007,37.804163,-122.296612,A
1405627177,10,0.007,37.804160,-122.296615,A
1405627178,10,0.007,37.804157,-122.296623,A
1405627179,10,0.007,37.804148,-122.296635,A
1405627180,10,0.006,37.804140,-122.296643,A
1405627181,10,0.006,37.804132,-122.296650,A
1405627182,10,0.006,37.804133,-122.296650,A
1405627183,10,0.006,37.804132,-122.296652,A
1405627184,10,0.007,37.804133,-122.296648,A
1405627185,10,0.006,37.804133,-122.296648,A
1405627186,10,0.006,37.804130,-122.296653,A
1405627187,10,0.006,37.804123,-122.296657,A
1405627188,10,0.006,37.804113,-122.296662,A
1405627189,10,0.006,37.804108,-122.296675,A
1405627190,10,0.007,37.804112,-122.296677,A
1405627191,10,0.007,37.804117,-122.296680,A
1405627192,10,0.006,37.804115,-122.296685,A
1405627193,10,0.007,37.804103,-122.296697,A
1405627194,10,0.007,37.804100,-122.296702,A
1405627195,10,0.007,37.804097,-122.296703,A
1405627196,10,0.008,37.804083,-122.296712,A
1405627197,10,0.007,37.804080,-122.296718,A
1405627198,10,0.007,37.804067,-122.296730,A
1405627199,10,0.007,37.804062,-122.296732,A
1405627200,10,0.007,37.804052,-122.296742,A
1405627201,10,0.007,37.804030,-122.296745,A
1405627202,10,0.007,37.804003,-122.296745,A
1405627203,10,0.006,37.804000,-122.296737,A
1405627204,10,0.007,37.803995,-122.296733,A
1405627205,10,0.006,37.803980,-122.296723,A
1405627206,10,0.007,37.803977,-122.296710,A
1405627207,10,0.007,37.803962,-122.296713,A
1405627208,10,0.007,37.803965,-122.296715,A
1405627209,10,0.007,37.803950,-122.296717,A
1405627210,10,0.007,37.803938,-122.296710,A
1405627211,10,0.007,37.803917,-122.296708,A
1405627212,10,0.007,37.803920,-122.296710,A
1405627213,10,0.007,37.803922,-122.296727,A
1405627214,10,0.007,37.803905,-122.296723,A
1405627215,10,0.007,37.803887,-122.296722,A
1405627216,10,0.006,37.803888,-122.296722,A
1405627217,10,0.006,37.803870,-122.296717,A
1405627218,10,0.006,37.803847,-122.296715,A
1405627219,10,0.007,37.803828,-122.296712,A
1405627220,10,0.006,37.803808,-122.296710,A
1405627221,10,0.006,37.803803,-122.296707,A
1405627222,10,0.007,37.803805,-122.296713,A
1405627223,10,0.007,37.803800,-122.296712,A
1405627224,10,0.007,37.803788,-122.296713,A
1405627225,10,0.007,37.803783,-122.296720,A
1405627226,10,0.006,37.803768,-122.296742,A
1405627227,10,0.006,37.803762,-122.296753,A
1405627228,10,0.007,37.803758,-122.296755,A
1405627229,10,0.008,37.803747,-122.296755,A
1405627230,10,0.007,37.803735,-122.296760,A
1405627231,10,0.008,37.803708,-122.296760,A
1405627232,10,0.008,37.803693,-122.296767,A
1405627233,10,0.007,37.803683,-122.296772,A
1405627234,10,0.006,37.803682,-122.296782,A
1405627235,10,0.006,37.803678,-122.296792,A
1405627236,10,0.006,37.803667,-122.296803,A
1405627237,10,0.007,37.803663,-122.296803,A
1405627238,10,0.007,37.803665,-122.296803,A
1405627239,10,0.006,37.803660,-122.296795,A
1405627240,10,0.007,37.803650,-122.296797,A
1405627241,10,0.007,37.803645,-122.296797,A
1405627242,10,0.007,37.803628,-122.296797,A
1405627243,10,0.007,37.803622,-122.296793,A
1405627244,10,0.006,37.803622,-122.296792,A
1405627245,10,0.007,37.803622,-122.296790,A
1405627246,10,0.007,37.803622,-122.296782,A
1405627247,10,0.007,37.803613,-122.296790,A
1405627248,10,0.006,37.803607,-122.296802,A
1405627249,10,0.006,37.803620,-122.296793,A
1405627250,10,0.006,37.803655,-122.296795,A
1405627251,10,0.007,37.803700,-122.296785,A
1405627252,10,0.007,37.803685,-122.296788,A
1405627253,10,0.006,37.803662,-122.296790,A
1405627254,10,0.007,37.803620,-122.296798,A
1405627255,10,0.007,37.803587,-122.296803,A
1405627256,10,0.007,37.803555,-122.296810,A
1405627257,10,0.006,37.803552,-122.296813,A
1405627258,10,0.007,37.803555,-122.296812,A
1405627259,10,0.007,37.803565,-122.296812,A
1405627260,10,0.007,37.803572,-122.296805,A
1405627261,10,0.006,37.803577,-122.296800,A
1405627262,10,0.007,37.803578,-122.296805,A
